,idncase,last_judge_name,ij_final_date,case_outcome,nationality,language,represented,custody
79360,12377326,"Cooper, Christopher",,,Colombia,Spanish,False,Never Detained
79361,11491442,"Hansen, Katherine L.",,,Colombia,Spanish,False,Never Detained
79362,13062727,"Cooper, Christopher",,,Colombia,Spanish,False,Never Detained
79363,12713271,"Cooper, Christopher",,,Senegal,Wolof,False,Never Detained
79364,11865692,"Simons, Ian R.",,,Vietnam,Vietnamese,False,Never Detained
79365,14619690,"Cooper, Christopher",,,Vietnam,Vietnamese,False,Never Detained
79366,14311046,"Gundlach, Robert",,,Mauritania,Arabic,False,Never Detained
79368,11768757,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79369,11983089,"Hansen, Katherine L.",,,Colombia,Spanish,False,Never Detained
79370,10876429,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79371,11478900,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
79372,11478901,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
79373,12134186,"Gundlach, Robert",,,Colombia,Spanish,False,Never Detained
79374,12753293,"Cooper, Christopher",,,Colombia,Spanish,False,Never Detained
79375,13424247,"Cooper, Christopher",,,Nicaragua,Spanish,False,Never Detained
79376,13037882,"Simons, Ian R.",,,Colombia,Spanish,False,Never Detained
79377,11037265,"Gundlach, Robert",,,Nicaragua,Spanish,False,Never Detained
79378,12413483,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
79379,15363545,"Simons, Ian R.",,,Colombia,Spanish,False,Never Detained
79380,12760492,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
79381,14832918,"Simons, Ian R.",,,Colombia,Spanish,False,Never Detained
79382,12203491,"Hansen, Katherine L.",,,Lebanon,Arabic,False,Never Detained
79383,13567362,"Simons, Ian R.",,,Colombia,Spanish,False,Never Detained
79384,11599263,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79385,12594052,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79386,12981839,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79387,14862375,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79388,12997272,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79389,12844609,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
79390,12425180,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79391,15235221,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79392,14755095,"Gundlach, Robert",,,Mexico,Spanish,False,Never Detained
79393,11781642,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79394,11781880,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79395,13823041,"Cooper, Christopher",,,Peru,Spanish,False,Never Detained
79396,12349204,"Cooper, Christopher",,,Mexico,Spanish,False,Never Detained
79397,12949775,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79398,12992145,"Gundlach, Robert",,,Colombia,Spanish,False,Never Detained
79399,13962542,"Cooper, Christopher",,,Mexico,Spanish,False,Never Detained
79400,12921658,"Hansen, Katherine L.",,,Colombia,Spanish,False,Never Detained
79401,14070284,"Cooper, Christopher",,,Colombia,Spanish,False,Never Detained
79402,13487284,"Cooper, Christopher",,,Colombia,Spanish,False,Never Detained
79403,12529804,"Hansen, Katherine L.",,,Lebanon,Arabic,False,Never Detained
79404,13156988,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79405,12708461,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79406,12650254,"Cooper, Christopher",,,Dominican Republic,Spanish,False,Never Detained
79407,11821539,"Simons, Ian R.",,,Colombia,Spanish,False,Never Detained
79408,13308346,"Cooper, Christopher",,,Peru,Spanish,False,Never Detained
79409,12826447,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
79410,12606663,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79411,13774896,"Cooper, Christopher",,,Lebanon,Arabic,False,Never Detained
79412,14075660,"Cooper, Christopher",,,Peru,Spanish,False,Never Detained
79414,13326175,"Cooper, Christopher",,,Colombia,Spanish,False,Never Detained
79415,13682833,"Cooper, Christopher",,,Colombia,Spanish,False,Never Detained
79416,14275519,"Cooper, Christopher",,,Colombia,Spanish,False,Never Detained
79417,12677469,"Hansen, Katherine L.",,,Colombia,Spanish,False,Never Detained
79418,12939053,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79419,11994461,"Simons, Ian R.",,,Ecuador,Spanish,False,Never Detained
79420,14095651,"Cooper, Christopher",,,El Salvador,Spanish,False,Never Detained
79421,13749563,"Cooper, Christopher",,,Nicaragua,Spanish,False,Never Detained
79422,13814345,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79423,12946708,"Hansen, Katherine L.",,,Colombia,Spanish,False,Never Detained
79424,13616922,"Hansen, Katherine L.",,,Colombia,Spanish,False,Never Detained
79425,13297163,"Simons, Ian R.",,,Colombia,Spanish,False,Never Detained
79426,13993689,"Simons, Ian R.",,,Colombia,Spanish,False,Never Detained
79427,11551061,"Gundlach, Robert",,,Mauritania,Hassaniya,False,Never Detained
79428,11576870,"Gundlach, Robert",,,Peru,Spanish,False,Never Detained
79429,13165339,"Simons, Ian R.",,,Senegal,English,False,Never Detained
79430,12603189,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79431,14345396,"Cooper, Christopher",,,El Salvador,Spanish,False,Never Detained
79432,12756827,"Cooper, Christopher",,,Senegal,Wolof,False,Never Detained
79433,12190352,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79434,12989317,"Hansen, Katherine L.",,,Colombia,Spanish,False,Never Detained
79435,14175910,"Cooper, Christopher",,,Colombia,Spanish,False,Never Detained
79436,12993376,"Gundlach, Robert",,,Ecuador,Spanish,False,Never Detained
79437,15381229,"Simons, Ian R.",,,Mexico,English,False,Never Detained
79438,11412689,"Simons, Ian R.",,,Nicaragua,Spanish,False,Never Detained
79439,13692661,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
79440,11946692,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79441,13223173,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79442,12155811,"Gundlach, Robert",,,Colombia,Spanish,False,Never Detained
79443,11741411,"Gundlach, Robert",,,Colombia,Spanish,False,Never Detained
79444,14183477,"Gundlach, Robert",,,Colombia,Spanish,False,Never Detained
79445,13019977,"Hansen, Katherine L.",,,Colombia,Spanish,False,Never Detained
79446,13860601,"Cooper, Christopher",,,Jordan,Arabic,False,Never Detained
79447,13681901,"Cooper, Christopher",,,Mexico,Spanish,False,Never Detained
79448,12829955,"Cooper, Christopher",,,Peru,Spanish,False,Never Detained
79449,12420427,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
79450,12494859,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
79451,11712066,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79452,12419196,"Cooper, Christopher",,,Colombia,Spanish,False,Never Detained
79453,12657820,"Cooper, Christopher",,,Colombia,Spanish,False,Never Detained
79454,13573280,"Cooper, Christopher",,,Colombia,Spanish,False,Never Detained
79455,13798309,"Cooper, Christopher",,,Colombia,Spanish,False,Never Detained
79456,12668233,"Cooper, Christopher",,,Colombia,Spanish,False,Never Detained
79459,13376925,"Cooper, Christopher",,,Ecuador,Spanish,False,Never Detained
79461,14168151,"Cooper, Christopher",,,Mexico,Spanish,False,Never Detained
79462,14292920,"Cooper, Christopher",,,Nicaragua,Spanish,False,Never Detained
79463,11469327,"Gundlach, Robert",,,Peru,Spanish,False,Never Detained
79464,12882450,"Simons, Ian R.",,,Senegal,Wolof,False,Never Detained
79465,12810371,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
79466,12637398,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79467,12612045,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79468,13180995,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79469,12532856,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79470,13129381,"Gundlach, Robert",,,Colombia,Spanish,False,Never Detained
79471,13873400,"Hansen, Katherine L.",,,Colombia,Spanish,False,Never Detained
79472,14157541,"Simons, Ian R.",,,Mauritania,Arabic,False,Never Detained
79473,13422015,"Hansen, Katherine L.",,,Mauritania,Hassaniya,False,Never Detained
79474,12462543,"Cooper, Christopher",,,Mexico,Spanish,False,Never Detained
79475,13027292,"Simons, Ian R.",,,Nicaragua,Spanish,False,Never Detained
79476,13333260,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
79477,13283164,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79478,12643355,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79479,13262321,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79480,12737002,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79481,11910498,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79482,12165249,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79483,11745390,"Simons, Ian R.",,,Angola,Lingala,False,Never Detained
79484,13163243,"Cooper, Christopher",,,Colombia,Spanish,False,Never Detained
79485,12649980,"Cooper, Christopher",,,Colombia,Spanish,False,Never Detained
79486,13605677,"Cooper, Christopher",,,Colombia,Spanish,False,Never Detained
79487,12624439,"Hansen, Katherine L.",,,Colombia,Spanish,False,Never Detained
79488,12371317,"Cooper, Christopher",,,Ecuador,Spanish,False,Never Detained
79489,12660803,"Cooper, Christopher",,,Honduras,Spanish,False,Never Detained
79490,13868576,"Hansen, Katherine L.",,,Jordan,Arabic,False,Never Detained
79491,10783268,"Simons, Ian R.",,,Nicaragua,Spanish,False,Never Detained
79492,12741680,"Cooper, Christopher",,,Senegal,Wolof,False,Never Detained
79493,13021010,"Simons, Ian R.",,,Senegal,Wolof,False,Never Detained
79494,13290649,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
79495,12040637,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79496,13303511,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79497,11755407,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79499,13293821,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
79500,13798484,"Cooper, Christopher",,,Colombia,Spanish,False,Never Detained
79501,13033877,"Cooper, Christopher",,,Colombia,Spanish,False,Never Detained
79502,10898758,"Hansen, Katherine L.",,,Colombia,Spanish,False,Never Detained
79503,11623423,"Simons, Ian R.",,,Colombia,Spanish,False,Never Detained
79504,14814284,"Cooper, Christopher",,,Democratic Republic Of Congo,French,False,Never Detained
79505,12550624,"Cooper, Christopher",,,Guatemala,Spanish,False,Never Detained
79506,12307830,"Cooper, Christopher",,,Guatemala,Spanish,False,Never Detained
79507,14123433,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
79508,13440807,"Cooper, Christopher",,,Nicaragua,Spanish,False,Never Detained
79509,12569137,"Cooper, Christopher",,,Senegal,Wolof,False,Never Detained
79510,12505101,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
79511,13307291,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
79512,12370007,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
79513,12579093,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79514,12611913,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79515,12572783,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79516,13815599,"Cooper, Christopher",,,Colombia,Spanish,False,Never Detained
79517,12889462,"Cooper, Christopher",,,Colombia,Spanish,False,Never Detained
79518,12525373,"Cooper, Christopher",,,Guatemala,Spanish,False,Never Detained
79519,14813548,"Simons, Ian R.",,,Lebanon,Arabic,False,Never Detained
79520,13424186,"Hansen, Katherine L.",,,Mexico,Spanish,False,Never Detained
79521,14139299,"Cooper, Christopher",,,Mexico,Spanish,False,Never Detained
79522,13135261,"Cooper, Christopher",,,Nicaragua,Spanish,False,Never Detained
79523,13377793,"Simons, Ian R.",,,Nicaragua,Spanish,False,Never Detained
79524,12923872,"Simons, Ian R.",,,Senegal,French,False,Never Detained
79525,12703300,"Cooper, Christopher",,,Senegal,Wolof,False,Never Detained
79526,13344484,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
79527,12251468,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79528,11848326,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79529,13688134,"Cooper, Christopher",,,Colombia,Spanish,False,Never Detained
79530,13546366,"Cooper, Christopher",,,Colombia,Spanish,False,Never Detained
79531,12553865,"Gundlach, Robert",,,Colombia,Spanish,False,Never Detained
79532,13600200,"Hansen, Katherine L.",,,Colombia,Spanish,False,Never Detained
79533,12698956,"Simons, Ian R.",,,Colombia,Spanish,False,Never Detained
79534,13922119,"Cooper, Christopher",,,Dominican Republic,Spanish,False,Never Detained
79535,13070926,"Cooper, Christopher",,,Ecuador,Spanish,False,Never Detained
79536,13499546,"Cooper, Christopher",,,Jordan,Arabic,False,Never Detained
79537,14279997,"Simons, Ian R.",,,Jordan,Arabic,False,Never Detained
79538,14082837,"Cooper, Christopher",,,Mauritania,Arabic,False,Never Detained
79539,12663249,"Hansen, Katherine L.",,,Mauritania,Hassaniya,False,Never Detained
79540,13692233,"Cooper, Christopher",,,Mexico,Spanish,False,Never Detained
79541,13288097,"Hansen, Katherine L.",,,Mexico,Spanish,False,Never Detained
79542,13412095,"Gundlach, Robert",,,Senegal,French,False,Never Detained
79543,13242275,"Cooper, Christopher",,,Senegal,Wolof,False,Never Detained
79544,12594869,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79545,11718279,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79546,13051732,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79547,13275269,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79548,13264515,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79549,11733083,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79550,12301765,"Gundlach, Robert",,,Colombia,Spanish,False,Never Detained
79551,10359329,"Simons, Ian R.",,,Cuba,Spanish,False,Never Detained
79552,14056761,"Cooper, Christopher",,,Mauritania,Arabic,False,Never Detained
79553,12093898,"Simons, Ian R.",,,Mauritania,Arabic,False,Never Detained
79554,13308161,"Cooper, Christopher",,,Mexico,Spanish,False,Never Detained
79555,14903831,"Hansen, Katherine L.",,,Nicaragua,Spanish,False,Never Detained
79556,12997085,"Simons, Ian R.",,,Senegal,English,False,Never Detained
79557,13025753,"Gundlach, Robert",,,Senegal,French,False,Never Detained
79558,12949119,"Simons, Ian R.",,,Senegal,French,False,Never Detained
79559,13019097,"Gundlach, Robert",,,Senegal,Wolof,False,Never Detained
79560,12687872,"Hansen, Katherine L.",,,Senegal,Wolof,False,Never Detained
79561,13228334,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
79562,11704762,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
79563,12988090,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79564,13153023,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79565,11910486,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79566,11737009,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79567,13292421,"Cooper, Christopher",,,Colombia,Spanish,False,Never Detained
79568,12509186,"Hansen, Katherine L.",,,Colombia,Spanish,False,Never Detained
79569,12509258,"Hansen, Katherine L.",,,Colombia,Spanish,False,Never Detained
79570,13265297,"Hansen, Katherine L.",,,Colombia,Spanish,False,Never Detained
79571,10962177,"Simons, Ian R.",,,Colombia,Spanish,False,Never Detained
79572,13101374,"Simons, Ian R.",,,Colombia,Spanish,False,Never Detained
79573,13386281,"Simons, Ian R.",,,Colombia,Spanish,False,Never Detained
79574,13988917,"Cooper, Christopher",,,Ecuador,Spanish,False,Never Detained
79575,13661497,"Cooper, Christopher",,,Ecuador,Spanish,False,Never Detained
79576,13374324,"Cooper, Christopher",,,Guinea,French,False,Never Detained
79577,14282756,"Gundlach, Robert",,,Mauritania,Arabic,False,Never Detained
79578,13739195,"Cooper, Christopher",,,Mexico,Spanish,False,Never Detained
79579,11171909,"Gundlach, Robert",,,Mexico,Spanish,False,Never Detained
79580,14447945,"Cooper, Christopher",,,Mexico,Spanish,False,Never Detained
79581,12651422,"Cooper, Christopher",,,Peru,Spanish,False,Never Detained
79582,12250545,"Gundlach, Robert",,,Peru,Spanish,False,Never Detained
79583,13627300,"Cooper, Christopher",,,Senegal,Wolof,False,Never Detained
79584,12682008,"Simons, Ian R.",,,Senegal,Wolof,False,Never Detained
79585,13366985,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
79586,13688227,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
79587,13189982,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79588,12598200,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79589,12607943,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79590,13862978,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79591,12716912,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79592,14091331,"Cooper, Christopher",,,Vietnam,Vietnamese,False,Never Detained
79593,12861052,"Simons, Ian R.",,,Vietnam,Vietnamese,False,Never Detained
79594,12900416,"Cooper, Christopher",,,Colombia,Spanish,False,Never Detained
79595,13016199,"Gundlach, Robert",,,Colombia,Spanish,False,Never Detained
79596,12504542,"Gundlach, Robert",,,Colombia,Spanish,False,Never Detained
79597,12639554,"Gundlach, Robert",,,Colombia,Spanish,False,Never Detained
79599,12206600,"Simons, Ian R.",,,Colombia,Spanish,False,Never Detained
79600,14812107,"Simons, Ian R.",,,Colombia,Spanish,False,Never Detained
79601,14637195,"Cooper, Christopher",,,Colombia,Spanish,False,Never Detained
79602,13451437,"Hansen, Katherine L.",,,Costa Rica,Spanish,False,Never Detained
79603,12846731,"Cooper, Christopher",,,Jordan,Arabic,False,Never Detained
79604,12001587,"Hansen, Katherine L.",,,Mauritania,Arabic,False,Never Detained
79605,13988709,"Cooper, Christopher",,,Mexico,Spanish,False,Never Detained
79606,13792052,"Cooper, Christopher",,,Mexico,Spanish,False,Never Detained
79607,12770743,"Cooper, Christopher",,,Nicaragua,Spanish,False,Never Detained
79608,13857404,"Hansen, Katherine L.",,,Nicaragua,Spanish,False,Never Detained
79609,13088066,"Hansen, Katherine L.",,,Peru,Spanish,False,Never Detained
79610,14839950,"Simons, Ian R.",,,Senegal,French,False,Never Detained
