,idncase,last_judge_name,ij_final_date,case_outcome,nationality,language,represented,custody
78969,14511678,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
78970,12158520,"Simons, Ian R.",,,Honduras,Spanish,False,Never Detained
78971,12520691,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
78972,12158832,"Simons, Ian R.",,,Honduras,Spanish,False,Never Detained
78973,12803890,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
78974,14172854,"Simons, Ian R.",,,Mauritania,Arabic,False,Never Detained
78976,14457451,"Simons, Ian R.",,,Haiti,Creole,False,Never Detained
78978,13225491,"Simons, Ian R.",,,Haiti,Creole,False,Never Detained
78979,12511918,"Simons, Ian R.",,,Ecuador,Spanish,False,Never Detained
78980,14068021,"Gundlach, Robert",,,Mauritania,Arabic,False,Never Detained
78981,12511885,"Simons, Ian R.",,,Ecuador,Spanish,False,Never Detained
78982,11691823,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
78983,11938050,"Simons, Ian R.",,,Colombia,Spanish,False,Never Detained
78984,12239990,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
78985,11679622,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
78986,12499303,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
78987,12775868,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
78988,13996517,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
78989,14598001,"Gundlach, Robert",,,Haiti,Creole,False,Never Detained
78990,13864985,"Hansen, Katherine L.",,,Haiti,Spanish,False,Never Detained
78993,12040537,"Cooper, Christopher",,,Ecuador,Spanish,False,Never Detained
78994,12494244,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
78995,11540312,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
78996,12617893,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
78997,13734055,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
78998,12976305,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
78999,10276791,"Gundlach, Robert",,,Nicaragua,Spanish,False,Never Detained
79000,11862227,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79001,12784380,"Hansen, Katherine L.",,,Colombia,Spanish,False,Never Detained
79002,14199774,"Cooper, Christopher",,,Mauritania,Hassaniya,False,Never Detained
79003,13360003,"Gundlach, Robert",,,Colombia,Spanish,False,Never Detained
79004,12748114,"Hansen, Katherine L.",,,Ecuador,Spanish,False,Never Detained
79005,10206645,"Gundlach, Robert",,,Nicaragua,Spanish,False,Never Detained
79006,12247581,"Hansen, Katherine L.",,,Venezuela,Spanish--Sign Language,False,Never Detained
79007,13952277,"Hansen, Katherine L.",,,Dominican Republic,Spanish,False,Never Detained
79008,11729108,"Simons, Ian R.",,,Mauritania,English,False,Never Detained
79009,13359797,"Simons, Ian R.",,,Nicaragua,Spanish,False,Never Detained
79010,12805100,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79011,12247541,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79012,13153726,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79013,13260101,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79014,13331919,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79015,13749056,"Hansen, Katherine L.",,,Mauritania,Arabic,False,Never Detained
79016,13726648,"Hansen, Katherine L.",,,Mauritania,Arabic,False,Never Detained
79017,13386348,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
79019,14185688,"Hansen, Katherine L.",,,Mauritania,Arabic,False,Never Detained
79020,13999874,"Gundlach, Robert",,,Mexico,Spanish,False,Never Detained
79021,11810091,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79023,10901106,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79024,13884976,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79025,14081152,"Simons, Ian R.",,,Colombia,Spanish,False,Never Detained
79026,12650862,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79027,12698988,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79028,12383813,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79029,12434401,"Cooper, Christopher",,,Colombia,Spanish,False,Never Detained
79030,12271666,"Hansen, Katherine L.",,,Honduras,Spanish,False,Never Detained
79031,14188362,"Simons, Ian R.",,,Jordan,Arabic,False,Never Detained
79032,13909129,"Simons, Ian R.",,,Mauritania,Arabic,False,Never Detained
79034,14229823,"Hansen, Katherine L.",,,Mauritania,Arabic,False,Never Detained
79035,11434336,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79036,13656047,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79038,13676796,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79039,12883155,"Simons, Ian R.",,,Uzbekistan,Uzbek,False,Never Detained
79040,14480471,"Simons, Ian R.",,,Mauritania,Arabic,False,Never Detained
79041,12665366,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79042,13676797,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79043,13676798,"Gundlach, Robert",,,Peru,Spanish,False,Never Detained
79044,12159278,"Simons, Ian R.",,,Nicaragua,Spanish,False,Never Detained
79045,11515912,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79046,13460329,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79047,14672414,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79048,14785058,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79049,12356447,"Gundlach, Robert",,,Haiti,Creole,False,Never Detained
79050,14542767,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79051,14155513,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79052,14801046,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79053,12104652,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79054,13790939,"Hansen, Katherine L.",,,Haiti,Creole,False,Never Detained
79055,11352216,"Cooper, Christopher",,,Haiti,Creole,False,Never Detained
79056,13122031,"Hansen, Katherine L.",,,People's Republic Of The Congo,French,False,Never Detained
79057,14480307,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79058,12798525,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79059,14084785,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79061,12229346,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79062,14247896,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79063,14845333,"Gundlach, Robert",,,Ecuador,Spanish,False,Never Detained
79064,11801280,"Gundlach, Robert",,,Haiti,Creole,False,Never Detained
79065,11885515,"Gundlach, Robert",,,Uzbekistan,Uzbek,False,Never Detained
79066,14678081,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79067,14247560,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79068,11596180,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79069,11687606,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79070,11697746,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79071,12507322,"Simons, Ian R.",,,Haiti,Spanish,False,Never Detained
79072,14234748,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79073,12465317,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79075,12178041,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79076,12154018,"Hansen, Katherine L.",,,Mexico,Spanish,False,Never Detained
79077,12027582,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79078,14381516,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79079,12703011,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79081,14517744,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79082,12027443,"Gundlach, Robert",,,Mexico,Spanish,False,Never Detained
79083,11687313,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79084,12696831,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79085,14595072,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79086,12473594,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79087,12153149,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79089,11596191,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79090,11895972,"Hansen, Katherine L.",,,Honduras,Spanish,False,Never Detained
79091,12229503,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79093,11278421,"Simons, Ian R.",,,Brazil,Creole,False,Never Detained
79094,12507324,"Simons, Ian R.",,,Chile,Spanish,False,Never Detained
79095,12507325,"Simons, Ian R.",,,Chile,Spanish,False,Never Detained
79096,12771138,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79098,11660219,"Simons, Ian R.",,,Mauritania,Hassaniya,False,Never Detained
79099,11526181,"Gundlach, Robert",,,Mauritania,Arabic,False,Never Detained
79100,14082064,"Gundlach, Robert",,,Mauritania,Hassaniya,False,Never Detained
79101,12687504,"Simons, Ian R.",,,Senegal,Wolof,False,Never Detained
79102,13516441,"Simons, Ian R.",,,Haiti,Creole,False,Never Detained
79103,13624248,"Hansen, Katherine L.",,,Mexico,Spanish,False,Never Detained
79104,13387651,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79105,11878992,"Simons, Ian R.",,,Mauritania,Hassaniya,False,Never Detained
79106,12922076,"Hansen, Katherine L.",,,Senegal,Wolof,False,Never Detained
79107,12705117,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
79108,13841768,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79109,13306477,"Simons, Ian R.",,,Mauritania,Arabic,False,Never Detained
79110,11965983,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79111,12605904,"Gundlach, Robert",,,Mauritania,Hassaniya,False,Never Detained
79112,11746572,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79114,13718754,"Simons, Ian R.",,,Guinea,French,False,Never Detained
79115,13843437,"Hansen, Katherine L.",,,Mauritania,Arabic,False,Never Detained
79116,12606853,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79117,13892054,"Simons, Ian R.",,,Mauritania,Arabic,False,Never Detained
79118,13644259,"Simons, Ian R.",,,Mauritania,Hassaniya,False,Never Detained
79119,14314691,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79120,14409949,"Gundlach, Robert",,,Haiti,English,False,Never Detained
79121,14760467,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79122,14725741,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79124,13650431,"Hansen, Katherine L.",,,Haiti,Spanish,False,Never Detained
79125,12362431,"Gundlach, Robert",,,Haiti,Creole,False,Never Detained
79127,14187757,"Simons, Ian R.",,,Haiti,Creole,False,Never Detained
79128,12159087,"Cooper, Christopher",,,Haiti,Creole,False,Never Detained
79129,14159965,"Simons, Ian R.",,,Haiti,Spanish,False,Never Detained
79130,13229857,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79132,13026418,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
79133,14014116,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79134,14311429,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79136,13026423,"Hansen, Katherine L.",,,Mexico,Spanish,False,Never Detained
79137,12990170,"Gundlach, Robert",,,Mexico,Spanish,False,Never Detained
79138,12583888,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79139,14367922,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79140,13229826,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79141,14219103,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79142,14736099,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79143,13081716,"Simons, Ian R.",,,Honduras,Spanish,False,Never Detained
79144,13081718,"Simons, Ian R.",,,Honduras,Spanish,False,Never Detained
79145,13666393,"Hansen, Katherine L.",,,Colombia,Spanish,False,Never Detained
79146,13666394,"Hansen, Katherine L.",,,Colombia,Spanish,False,Never Detained
79148,12675469,"Simons, Ian R.",,,Colombia,Spanish,False,Never Detained
79149,11417667,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
79150,12619919,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79151,13048565,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79153,13992352,"Hansen, Katherine L.",,,Colombia,Spanish,False,Never Detained
79154,13822231,"Simons, Ian R.",,,Colombia,Spanish,False,Never Detained
79155,14218256,"Simons, Ian R.",,,Jordan,Arabic,False,Never Detained
79157,13132235,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79158,13788654,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79159,13822230,"Simons, Ian R.",,,Colombia,Spanish,False,Never Detained
79160,13086253,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79161,14248188,"Simons, Ian R.",,,Colombia,Spanish,False,Never Detained
79162,14148630,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79163,14205596,"Simons, Ian R.",,,Jordan,Arabic,False,Never Detained
79164,11039272,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79165,13226043,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79166,11572493,"Gundlach, Robert",,,Colombia,Spanish,False,Never Detained
79167,10800992,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79168,10435294,"Simons, Ian R.",,,Cuba,Spanish,False,Never Detained
79169,12615472,"Gundlach, Robert",,,Panama,Spanish,False,Never Detained
79170,13238618,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79171,13279661,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79172,11041222,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79173,12549109,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79174,14002254,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79175,13248944,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79178,13295276,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
79179,12366774,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79180,12535913,"Hansen, Katherine L.",,,Vietnam,Vietnamese,False,Never Detained
79181,13678082,"Gundlach, Robert",,,Jordan,Arabic,False,Never Detained
79182,13279279,"Simons, Ian R.",,,Nicaragua,Spanish,False,Never Detained
79183,12624538,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79184,10801026,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79185,10816699,"Hansen, Katherine L.",,,Honduras,Spanish,False,Never Detained
79186,12976246,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79187,12150796,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79188,13720896,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
79189,14372345,"Hansen, Katherine L.",,,Mexico,Spanish,False,Never Detained
79190,12519724,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79191,14567942,"Gundlach, Robert",,,Cuba,Spanish,False,Never Detained
79192,14553862,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79193,13410700,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79194,13957767,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79195,12318263,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79196,13957833,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79197,14523272,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79198,14438177,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79199,14466838,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79200,14549518,"Gundlach, Robert",,,Mexico,Spanish,False,Never Detained
79202,14212557,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79204,14523865,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79205,14827375,"Simons, Ian R.",,,Cuba,Spanish,False,Never Detained
79206,13177245,"Gundlach, Robert",,,Haiti,English,False,Never Detained
79207,13850120,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79208,13385320,"Gundlach, Robert",,,Haiti,Spanish,False,Never Detained
79209,14106338,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79210,14695983,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79211,12361128,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79212,13994474,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79213,14372348,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
79214,11561716,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79215,14210054,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79216,14695921,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79217,14695984,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79218,14438186,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79219,13165846,"Cooper, Christopher",,,Colombia,Spanish,False,Never Detained
79220,11451488,"Cooper, Christopher",,,Colombia,Spanish,False,Never Detained
79221,12669363,"Simons, Ian R.",,,Colombia,Spanish,False,Never Detained
79222,12981945,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79223,12838811,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79224,10245601,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79225,12983545,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79227,13760647,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79228,13760648,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79229,12838812,"Gundlach, Robert",,,Chile,Spanish,False,Never Detained
79230,12167511,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79231,14491057,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79232,14290662,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79233,14290663,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79234,14290665,"Simons, Ian R.",,,Ecuador,Spanish,False,Never Detained
79235,12522240,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79236,11695741,"Cooper, Christopher",,,Colombia,Spanish,False,Never Detained
79237,13165972,"Simons, Ian R.",,,Colombia,Spanish,False,Never Detained
79238,13084332,"Simons, Ian R.",,,Colombia,Spanish,False,Never Detained
79239,12035134,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79240,13035297,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79241,12463223,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79242,13591857,"Simons, Ian R.",,,Colombia,Spanish,False,Never Detained
79243,13111283,"Gundlach, Robert",,,Cuba,Spanish,False,Never Detained
79244,13254470,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79245,11244216,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
79246,12824025,"Simons, Ian R.",,,Colombia,Spanish,False,Never Detained
79247,11695764,"Hansen, Katherine L.",,,Peru,Spanish,False,Never Detained
79249,13365444,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79250,13128940,"Hansen, Katherine L.",,,Colombia,Spanish,False,Never Detained
79251,13278496,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79252,12591085,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79253,12449452,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
79254,14379907,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79255,12420793,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79256,12495495,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
79257,12504544,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
79258,13059656,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
79259,12835313,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79260,13105202,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79261,13292609,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79262,12696072,"Simons, Ian R.",,,Colombia,Spanish,False,Never Detained
79263,12053133,"Hansen, Katherine L.",,,Colombia,Spanish,False,Never Detained
79264,13256022,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79265,13161012,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79266,13038888,"Hansen, Katherine L.",,,Colombia,Spanish,False,Never Detained
79267,13841691,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79268,13195048,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79270,12514294,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79273,14818492,"Simons, Ian R.",,,Colombia,Spanish,False,Never Detained
79274,14852890,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79275,14859541,"Gundlach, Robert",,,Colombia,Spanish,False,Never Detained
79278,14261629,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79279,14276134,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79280,12128646,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79281,14668758,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79282,14814752,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79283,12369178,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79284,12368838,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79285,14002520,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79286,12812529,"Gundlach, Robert",,,Mexico,Spanish,False,Never Detained
79287,11708330,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79288,14775216,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79289,12061935,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79290,13922638,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79291,12787768,"Gundlach, Robert",,,Mexico,Spanish,False,Never Detained
79292,14592080,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79293,14576813,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79294,13099919,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79295,14469714,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79296,13547856,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79297,14526299,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79298,12958245,"Simons, Ian R.",,,Colombia,Spanish,False,Never Detained
79299,13957491,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79300,12629869,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79301,14469715,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79302,14303508,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79303,14035969,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79304,13538702,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79305,14465755,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79306,11752733,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79307,11551151,"Simons, Ian R.",,,Mauritania,Arabic,False,Never Detained
79308,13490966,"Simons, Ian R.",,,Haiti,Creole,False,Never Detained
79310,11986849,"Hansen, Katherine L.",,,Mauritania,Arabic,False,Never Detained
79311,13266864,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79312,10457878,"Gundlach, Robert",,,Colombia,Spanish,False,Never Detained
79313,13310504,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79314,12799258,"Hansen, Katherine L.",,,Ecuador,Spanish,False,Never Detained
79315,13771356,"Hansen, Katherine L.",,,Mauritania,Arabic,False,Never Detained
79316,13283498,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79317,14228859,"Simons, Ian R.",,,Mauritania,Arabic,False,Never Detained
79318,13732453,"Gundlach, Robert",,,Cuba,Spanish,False,Never Detained
79319,12819563,"Simons, Ian R.",,,Jordan,Arabic,False,Never Detained
79320,11778332,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79321,12418418,"Gundlach, Robert",,,Mauritania,Arabic,False,Never Detained
79323,12899479,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79324,12899478,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79325,12105576,"Hansen, Katherine L.",,,Haiti,Creole,False,Never Detained
79326,12274748,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
79327,13445546,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79328,13697172,"Hansen, Katherine L.",,,Haiti,Creole,False,Never Detained
79329,12396216,"Gundlach, Robert",,,Guatemala,Spanish,False,Never Detained
79330,13967354,"Gundlach, Robert",,,Haiti,Creole,False,Never Detained
79333,10311487,"Hansen, Katherine L.",,,Nicaragua,Spanish,False,Never Detained
79334,13631901,"Cooper, Christopher",,,Colombia,Spanish,False,Never Detained
79335,12623809,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
79336,14068280,"Hansen, Katherine L.",,,Bangladesh,Sylheti,False,Never Detained
79337,12566859,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
79338,10557762,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79339,10976970,"Simons, Ian R.",,,Nicaragua,Spanish,False,Never Detained
79340,12930851,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79341,11854837,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79342,12623006,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
79343,12762532,"Cooper, Christopher",,,Vietnam,Vietnamese,False,Never Detained
79344,12698527,"Cooper, Christopher",,,Colombia,Spanish,False,Never Detained
79345,11713611,"Simons, Ian R.",,,Mexico,Spanish,False,Never Detained
79346,12871814,"Cooper, Christopher",,,Senegal,English,False,Never Detained
79347,11470267,"Simons, Ian R.",,,Colombia,Spanish,False,Never Detained
79348,12061188,"Cooper, Christopher",,,Colombia,Spanish,False,Never Detained
79349,12287176,"Gundlach, Robert",,,Venezuela,Spanish,False,Never Detained
79350,13027392,"Cooper, Christopher",,,Dominican Republic,Spanish,False,Never Detained
79351,13119531,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79352,10876404,"Simons, Ian R.",,,Venezuela,Spanish,False,Never Detained
79353,11800251,"Simons, Ian R.",,,Dominican Republic,Spanish,False,Never Detained
79354,13637121,"Cooper, Christopher",,,Dominican Republic,Spanish,False,Never Detained
79355,12781605,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
79356,13033061,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
79357,12376173,"Cooper, Christopher",,,Colombia,Spanish,False,Never Detained
79358,12368794,"Cooper, Christopher",,,Venezuela,Spanish,False,Never Detained
79359,11760733,"Hansen, Katherine L.",,,Venezuela,Spanish,False,Never Detained
